Overall Qual,Year Built,Exter Qual,Gr Liv Area,Kitchen Qual,Bsmt Qual,Neighborhood,SalePrice
6,1938,2,1969,2,3,IDOTRR,141000
7,2003,3,1986,3,4,Gilbert,213000
7,2009,3,1214,3,4,Timber,179781
8,2006,3,1342,3,4,NridgHt,234250
8,1976,3,2898,3,4,Timber,287000
8,2002,3,2004,3,5,Gilbert,257500
6,1926,2,986,2,3,BrkSide,102000
7,1930,2,1108,3,3,IDOTRR,139400
3,1915,2,1214,2,3,OldTown,105000
8,1970,3,2217,3,3,NAmes,268000
6,1966,3,2201,3,4,Edwards,274970
7,2005,3,1220,3,4,Blmngtn,180000
7,1928,2,1378,3,3,OldTown,161000
4,1946,2,930,3,0,Edwards,84900
5,1958,2,988,2,3,NAmes,119000
8,2005,3,1964,3,5,Timber,370000
7,2005,3,1270,3,4,CollgCr,175900
5,1979,2,2240,2,0,SawyerW,142953
8,1994,3,1494,3,4,Veenker,279700
5,1957,2,1364,2,2,NAmes,132000
9,2000,3,2153,4,5,CollgCr,313000
4,1920,2,1336,2,3,IDOTRR,108000
7,2003,3,1656,3,4,Edwards,165400
6,1995,3,1499,3,4,CollgCr,187000
8,1995,3,2794,4,4,NoRidge,403000
6,1976,2,2030,3,3,NWAmes,195000
6,1961,2,1254,2,3,NAmes,158500
8,2002,3,1989,3,4,CollgCr,255000
5,1956,2,1898,2,3,Crawfor,236500
5,1966,2,988,2,3,NAmes,129250
7,1959,2,1801,2,3,Crawfor,289000
5,1976,2,1872,2,0,Mitchel,100000
8,2001,3,2439,3,4,CollgCr,275000
8,1999,3,1764,3,4,CollgCr,207000
5,1965,2,1200,3,3,NAmes,146000
6,1972,2,1030,2,3,BrDale,116000
7,1997,2,2034,3,4,CollgCr,219500
7,2003,3,1405,3,4,NridgHt,173000
4,1956,2,1229,2,3,Edwards,135000
7,2003,3,1932,3,4,CollgCr,213000
6,1954,2,1299,3,3,Sawyer,150000
7,2006,3,1402,3,5,Blmngtn,194201
7,2005,3,1504,3,4,Blmngtn,181000
6,1958,2,1442,2,3,NAmes,157900
7,1999,3,1779,3,4,CollgCr,217000
8,2005,3,1953,3,4,Somerst,252000
7,2002,3,1909,3,4,CollgCr,197000
7,2004,3,1630,3,4,Gilbert,189500
5,1918,2,1250,1,3,Edwards,116000
6,1963,2,1328,2,3,NWAmes,143000
5,1950,2,988,2,3,NAmes,119000
6,1954,2,1278,2,3,NAmes,127500
6,2005,3,1716,3,4,Somerst,200825
2,1922,2,498,2,3,Edwards,35000
7,1978,3,2840,3,4,NWAmes,292500
6,1970,2,987,2,3,BrDale,106000
4,1927,2,756,2,2,Sawyer,85000
8,2002,3,1712,3,5,NridgHt,286500
6,1977,2,1069,2,4,NPkVill,127500
7,2006,3,1335,3,4,Somerst,210400
8,2003,4,1518,4,5,NridgHt,274000
8,2007,3,1780,3,4,Timber,264966
4,1910,1,1484,2,3,IDOTRR,50000
5,1915,2,1652,2,2,OldTown,139000
7,1990,3,2503,3,4,Veenker,300000
8,1972,3,2704,4,4,NAmes,345000
8,1994,3,1592,3,4,CollgCr,228000
7,2003,3,1394,3,4,Gilbert,165500
4,1925,2,1328,2,3,OldTown,107000
8,2001,3,1593,4,5,StoneBr,286000
4,1920,2,720,2,3,IDOTRR,34900
5,1964,2,912,2,3,NAmes,115000
8,2003,3,1456,3,4,Blmngtn,215000
7,1915,2,1944,2,3,OldTown,179900
8,1985,3,1502,3,4,StoneBr,212000
8,2005,3,2064,3,4,Gilbert,250000
5,1928,2,1576,2,3,BrkSide,149000
6,1995,2,1658,2,4,Gilbert,188000
3,1930,2,713,3,3,OldTown,99800
7,1890,2,2554,2,3,OldTown,159500
7,2004,3,1374,3,4,Gilbert,184500
8,2007,3,2574,4,5,CollgCr,276000
6,1976,2,1548,3,4,NPkVill,155000
5,1969,2,1404,2,3,Mitchel,160000
5,1964,2,1440,2,3,NAmes,157500
8,1994,3,1803,3,4,Mitchel,285000
5,1900,2,2200,2,3,Edwards,145900
7,1996,3,2037,3,4,SawyerW,229000
4,1946,2,896,2,3,BrkSide,79000
4,1925,2,1281,2,3,OldTown,128500
8,1998,3,1976,3,4,NoRidge,286000
6,1997,2,1608,2,4,Gilbert,189500
5,1953,2,1210,2,0,NAmes,102900
5,1950,2,1612,2,3,BrkSide,128500
5,1953,2,1728,2,3,NAmes,156000
8,2005,3,2482,3,4,Timber,281213
7,1960,2,2069,3,4,NAmes,242000
6,1960,2,1478,2,3,NAmes,157500
7,2003,3,1724,3,4,Edwards,196500
7,1998,2,1425,2,4,CollgCr,193000
5,1939,2,1322,2,3,BrkSide,132000
7,1900,2,1428,2,3,OldTown,139900
6,1959,2,1194,2,3,NAmes,148000
8,2007,3,1818,4,5,NridgHt,281500
8,2004,3,2956,4,4,NridgHt,342000
6,1975,2,1210,2,3,Mitchel,148000
5,1972,2,1641,2,4,Sawyer,140000
5,1958,2,1053,4,3,NAmes,150000
7,1996,3,2125,3,5,NoRidge,279500
6,2005,2,1072,3,4,Edwards,140000
6,1978,2,1664,2,3,Mitchel,145000
7,1999,3,1337,3,4,NAmes,184000
8,1978,3,1226,3,4,Greens,206000
4,1972,2,1092,2,3,MeadowV,85500
6,1934,2,1660,2,3,Crawfor,188700
6,1978,2,1671,2,3,NWAmes,200000
7,1990,3,1061,3,4,SawyerW,162000
5,1940,2,672,2,3,Sawyer,108000
5,1975,2,1621,2,4,NWAmes,213000
8,2007,3,1734,4,5,NridgHt,318000
5,1898,2,2138,2,3,OldTown,106000
6,1928,2,2009,2,3,Edwards,235000
4,1959,2,1225,2,3,NAmes,128950
6,1961,2,1362,2,3,NAmes,163000
5,1940,2,1134,2,3,Edwards,126000
7,2003,2,2082,3,4,OldTown,200000
5,1958,2,1524,2,3,NAmes,144000
5,1961,2,1800,2,3,NAmes,141000
8,1998,3,2582,3,4,NoRidge,322500
7,1998,2,1661,3,4,CollgCr,224900
5,1923,2,1576,3,3,BrkSide,223500
4,1956,2,960,2,3,Edwards,112000
6,1997,2,1604,2,3,Gilbert,187500
1,1922,1,904,1,2,Edwards,61000
6,1920,2,1196,3,3,Edwards,110000
3,1935,3,729,2,3,BrkSide,52000
6,2005,3,1362,3,4,NridgHt,207000
5,1911,2,1964,2,3,SWISU,130000
4,1967,2,1296,2,0,Sawyer,90000
5,1992,2,1287,2,4,Mitchel,130000
5,1908,2,1252,2,2,BrkSide,127000
9,2006,4,1905,4,5,Somerst,320000
5,1920,2,1130,2,3,OldTown,120000
7,2004,3,1659,3,4,SawyerW,181000
4,1954,2,894,2,3,Edwards,110000
4,1920,1,1701,1,2,OldTown,94550
4,1923,2,869,1,4,BrkSide,85500
5,1977,2,1008,3,4,Mitchel,153500
3,1955,2,1733,2,0,Edwards,139600
5,1967,2,1568,2,3,NAmes,143000
8,1995,3,3238,3,4,NoRidge,410000
6,1998,2,1772,2,4,CollgCr,200000
5,1967,2,864,2,3,NAmes,130000
6,1946,2,1639,3,3,Edwards,154400
8,1976,4,2715,3,3,NWAmes,299800
5,1934,2,1112,2,3,Edwards,63000
5,1957,2,1347,3,3,OldTown,143000
5,1961,2,964,2,3,NAmes,137500
6,1977,2,2872,2,4,NWAmes,272000
6,1992,2,1167,3,4,Gilbert,173000
7,1979,2,1524,2,4,ClearCr,245000
5,1980,2,936,2,4,OldTown,140000
7,2007,3,2696,4,5,CollgCr,383970
4,1954,2,1482,2,3,Edwards,125000
5,1972,2,768,2,4,CollgCr,133000
8,2008,3,1468,3,4,Somerst,244600
5,1968,2,1044,2,3,NAmes,139000
5,1953,2,1036,2,3,NAmes,112900
5,1910,2,1360,2,3,OldTown,111000
6,1957,2,1392,2,3,NAmes,166000
7,1997,3,1950,3,4,Somerst,239000
7,1997,2,1344,2,4,Mitchel,209200
5,1971,2,1484,2,4,NWAmes,175000
7,2003,3,1760,3,4,NridgHt,269500
7,1999,3,2322,2,4,Gilbert,225000
8,1985,3,1742,3,4,StoneBr,275000
5,1941,2,1376,2,3,NAmes,105000
5,1966,2,1086,2,3,NAmes,159950
5,1916,2,1656,2,2,OldTown,135000
8,2007,3,2122,3,4,NridgHt,345474
5,1926,2,1522,2,3,SWISU,102000
7,1971,2,1696,2,4,Crawfor,198000
8,2007,3,2078,4,5,Somerst,339750
5,1936,2,1466,3,2,OldTown,170000
5,1951,2,876,2,2,NAmes,94000
7,2006,3,1737,3,4,CollgCr,203160
7,2006,3,1662,4,4,Somerst,291000
6,2002,3,2267,3,4,Gilbert,200000
5,1967,2,1584,2,3,NAmes,119000
1,1946,1,334,1,0,BrkSide,39300
4,1922,2,796,2,3,IDOTRR,55000
7,2002,3,1812,2,4,Somerst,205000
6,1972,2,1092,2,3,BrDale,108000
5,1967,2,1632,2,3,Mitchel,143000
7,1920,2,3082,2,3,SWISU,197000
7,2007,3,1665,3,4,Somerst,205950
6,1968,3,1743,2,3,NWAmes,175000
8,2003,3,2048,3,5,Somerst,301000
7,2007,3,1314,3,4,NridgHt,230000
7,2003,3,1405,3,4,NridgHt,171750
7,1920,3,1027,3,3,OldTown,120000
5,1930,2,1324,3,3,BrkSide,110000
6,1950,2,1074,3,3,Edwards,144500
5,1970,2,1422,2,3,NAmes,155000
6,1923,2,1200,2,3,OldTown,125000
7,1910,3,1690,3,3,OldTown,156500
6,1977,2,1212,2,4,Sawyer,151000
6,1957,2,1105,2,3,NAmes,135000
4,1972,2,1092,2,3,MeadowV,79400
6,2005,3,1358,3,4,NridgHt,213000
8,2002,3,1908,3,4,Timber,202900
6,1998,2,1796,2,4,CollgCr,211000
5,1961,2,1800,2,3,NAmes,130000
6,1925,2,1608,3,3,SWISU,137450
4,1976,2,1620,2,3,Sawyer,150000
5,1941,2,1111,2,3,Edwards,95000
7,1999,2,1501,2,4,Somerst,179400
5,2007,3,1588,3,4,Somerst,212109
5,1961,2,1235,2,3,NAmes,98600
5,1948,2,1325,3,3,Edwards,216000
8,2000,3,2234,3,4,NoRidge,300000
7,1996,3,2260,3,5,ClearCr,328000
5,1971,2,1109,2,3,NAmes,139000
5,1963,2,1000,2,4,ClearCr,164000
6,1980,2,1045,2,4,Blueste,123900
5,1958,2,858,2,3,BrkSide,116500
6,1997,3,1337,3,4,NAmes,177000
4,1958,2,1315,2,2,IDOTRR,99500
6,2006,3,1326,3,4,Gilbert,174190
7,2005,2,1200,3,4,Somerst,151000
6,2003,3,848,3,4,CollgCr,143750
5,1972,2,796,2,4,Mitchel,131900
5,1977,2,1432,2,4,Mitchel,157000
5,1920,2,1344,2,3,IDOTRR,147000
7,2004,3,1432,3,4,Gilbert,188500
7,2005,3,1364,3,4,NridgHt,185850
5,1965,2,984,2,3,Sawyer,126000
5,1959,2,864,2,3,NAmes,118000
9,2006,3,1612,4,5,StoneBr,319900
6,1984,2,1003,2,3,Mitchel,142500
5,1950,2,1200,2,3,NAmes,129900
7,2005,3,1368,3,4,NridgHt,202500
5,1950,2,1640,2,0,Sawyer,131000
6,1997,2,1838,2,4,CollgCr,185000
6,1978,3,1456,2,4,NPkVill,138000
6,1910,2,1368,2,3,OldTown,114504
6,1945,2,1487,2,3,Edwards,113000
4,1922,2,1154,3,3,IDOTRR,125500
5,1964,3,1020,2,3,Sawyer,165000
5,1900,2,1440,2,3,OldTown,79000
6,2005,3,1236,3,4,Somerst,152000
6,1947,2,1664,2,3,BrkSide,159000
4,1960,2,1100,2,3,NAmes,141000
6,1964,2,1488,2,3,NAmes,167000
5,1942,2,1453,3,3,BrkSide,132000
7,1990,3,1442,3,4,SawyerW,179900
5,1967,2,900,2,3,Sawyer,122000
6,1963,2,1045,2,3,NAmes,127000
6,2002,3,1419,3,4,NAmes,190000
5,1964,2,1452,2,4,Sawyer,158450
5,1963,2,1464,2,4,Sawyer,175000
9,2006,4,1746,4,5,Gilbert,377500
5,1930,2,1536,2,3,BrkSide,138400
7,2005,3,1734,3,4,CollgCr,260000
8,2006,3,1976,3,5,NridgHt,440000
7,2001,3,1212,3,4,CollgCr,178000
5,1968,2,1052,2,3,NAmes,138500
5,1962,2,1057,2,3,Sawyer,132000
6,1953,2,1609,2,3,Edwards,149900
7,1945,2,1668,3,3,BrkSide,108000
5,1975,2,924,2,4,CollgCr,110000
6,1980,2,1229,2,4,Blueste,124000
4,1956,2,882,2,3,OldTown,103200
7,2006,3,1352,3,5,Somerst,194000
5,1968,2,948,2,3,Sawyer,108000
5,1961,2,864,2,3,Sawyer,122000
7,1980,3,1700,3,4,ClearCr,148400
5,1958,2,1276,2,3,Edwards,60000
7,1994,3,1626,3,4,SawyerW,226500
2,1949,2,480,2,3,IDOTRR,35311
6,1975,2,1012,2,4,Edwards,127500
5,1984,2,889,2,3,Mitchel,137500
6,1977,2,1117,2,3,Edwards,147000
8,2004,3,2452,3,5,NridgHt,309000
7,1971,3,2365,4,4,Crawfor,315000
5,1965,2,912,3,3,NAmes,147000
8,2006,3,1567,4,4,Blmngtn,264561
5,1955,2,1360,2,3,NAmes,130000
6,2000,3,1525,3,4,Somerst,177000
5,1930,2,1200,2,4,IDOTRR,119000
7,2004,2,1073,2,4,SWISU,157000
5,1968,2,1159,2,3,Sawyer,158000
4,1955,2,1540,1,3,NAmes,115000
5,1977,2,894,2,4,Sawyer,120750
7,2000,3,1674,3,4,Somerst,216000
4,1970,2,1092,2,3,MeadowV,75000
6,1974,2,1430,2,3,Veenker,192000
6,1978,2,1040,2,3,Sawyer,160500
7,2006,3,1494,3,4,CollgCr,279500
5,1963,2,1075,3,4,Sawyer,148000
5,1967,2,992,3,3,Sawyer,145000
8,1993,3,2520,3,4,NoRidge,310000
6,1963,2,1146,2,3,NAmes,165000
8,1994,3,2448,3,4,NoRidge,402000
7,2005,3,1958,3,4,Somerst,250000
4,1970,2,630,2,4,MeadowV,73000
5,1974,2,1792,2,4,NAmes,136000
9,2005,4,1565,4,5,NridgHt,282500
8,2005,3,1595,3,4,Somerst,221500
4,1995,2,1680,3,4,Crawfor,170000
6,1967,1,1040,2,3,NAmes,163000
8,1995,3,2531,3,4,NoRidge,290000
8,1996,3,2538,3,4,NoRidge,330000
6,1973,2,987,2,3,BrDale,111000
6,1999,2,1755,2,4,CollgCr,214000
5,1953,2,1152,2,3,NAmes,137500
7,2003,3,1884,4,4,Somerst,240900
7,1992,3,1923,3,4,NoRidge,190000
7,2002,3,1611,3,4,CollgCr,250000
5,1976,3,1437,3,4,Veenker,218000
7,1993,3,2075,3,4,NWAmes,255000
7,2006,3,1670,3,4,Gilbert,240000
8,2006,3,2140,3,4,CollgCr,360000
5,1965,2,1265,3,3,NAmes,179900
5,1946,2,3086,4,3,ClearCr,200500
3,1910,2,968,2,3,OldTown,37900
8,2001,3,1312,3,5,Timber,180500
7,2000,2,2787,2,5,SawyerW,269500
7,2003,3,1733,3,4,Gilbert,225000
6,1940,2,1215,3,3,IDOTRR,141000
9,2008,4,1743,4,5,NridgHt,335000
5,1977,3,1026,2,4,CollgCr,150000
9,1981,3,1842,3,5,Veenker,385000
7,1965,2,1986,2,3,NAmes,205000
7,2006,3,1208,3,4,CollgCr,206000
7,2004,3,1422,3,4,CollgCr,179600
4,1951,2,1220,2,2,Edwards,102000
5,1977,2,1126,4,4,NWAmes,175000
5,1956,2,1384,2,3,NAmes,159000
6,1976,2,1127,2,3,Edwards,135000
6,1954,2,1855,2,3,Edwards,136900
5,1961,2,1236,2,3,Sawyer,135000
8,1999,3,2365,3,4,NoRidge,337000
6,1968,2,2654,3,3,NWAmes,250000
8,1996,3,2340,3,4,NWAmes,306000
5,1987,2,1200,2,4,Edwards,179000
7,2007,3,1392,3,4,Somerst,146000
6,1915,2,2180,2,3,IDOTRR,161000
6,1977,2,1610,3,3,NWAmes,205000
7,1986,3,1501,3,4,Timber,241500
4,1961,2,1029,2,3,Sawyer,118500
5,1958,2,1352,3,3,ClearCr,130000
5,1940,2,1072,2,3,OldTown,130000
10,2006,4,2698,4,5,StoneBr,535000
5,1962,2,912,2,3,Sawyer,123000
4,1955,2,1152,2,0,Edwards,82000
7,1920,2,1450,2,3,OldTown,132000
5,1921,2,1073,2,3,OldTown,108480
5,1967,2,1458,2,3,Sawyer,165000
7,2006,3,1486,3,4,SawyerW,181000
5,1961,2,1774,2,3,Sawyer,165000
5,1969,2,1479,2,3,Mitchel,161000
8,2006,3,1504,3,4,Somerst,199000
7,2002,3,1894,3,4,Timber,214900
8,2006,3,1278,3,4,Somerst,198600
8,1998,3,2263,3,4,NoRidge,258000
7,2000,2,2787,2,5,SawyerW,269500
7,2002,3,1414,3,4,Gilbert,176000
6,1964,2,1302,3,4,NAmes,158000
8,2002,3,1419,3,4,Gilbert,184100
6,1971,2,1220,2,3,NWAmes,170000
6,1986,2,1982,2,3,Crawfor,208000
6,2003,3,848,3,4,CollgCr,140000
8,2007,4,1648,4,5,Crawfor,230000
8,1989,3,1337,3,4,StoneBr,188500
5,1940,2,1717,2,4,Crawfor,194000
5,1956,2,1104,2,3,NAmes,133000
5,1978,2,907,2,4,CollgCr,140000
7,2000,3,1652,3,4,CollgCr,207500
6,1967,2,2640,3,3,NWAmes,256900
5,1940,2,1034,2,3,OldTown,109000
5,1979,2,1513,2,0,SawyerW,113722
8,2005,3,1498,3,5,CollgCr,237000
5,1963,2,1053,3,3,NAmes,142100
6,1954,2,1293,2,3,NAmes,149900
9,2008,4,2020,4,5,NridgHt,404000
7,1962,2,2448,2,3,NAmes,277500
6,1985,3,1732,3,4,SawyerW,178000
8,2006,3,1324,3,4,NridgHt,254000
2,1923,2,832,2,2,OldTown,12789
7,1995,2,1253,2,4,Gilbert,176000
9,2006,2,2596,3,5,NridgHt,342643
5,1967,2,902,2,3,Sawyer,125500
6,1989,2,1495,2,4,Timber,150000
8,2007,4,1584,4,4,Somerst,261329
7,2004,2,1080,3,4,SawyerW,141000
4,1953,2,1647,2,3,NAmes,153000
7,2006,3,1258,3,5,Blmngtn,172500
6,1915,2,1396,2,3,BrkSide,153575
5,1930,3,1001,3,3,IDOTRR,124900
9,2006,4,2121,4,5,NridgHt,415298
6,1920,1,1480,2,3,OldTown,119000
8,2006,3,1588,3,4,Somerst,227000
5,1959,3,1053,3,3,NAmes,145500
3,1921,2,492,2,2,OldTown,61500
7,1969,2,1851,2,3,NAmes,192100
6,1915,2,1403,2,3,IDOTRR,116000
6,1958,2,1138,2,3,NAmes,145000
9,2003,3,2452,4,5,NridgHt,445000
5,1977,2,1040,3,4,CollgCr,150500
6,1993,2,1655,2,4,Gilbert,175900
6,1974,2,1116,2,3,NWAmes,167900
7,2006,3,1863,3,4,Gilbert,219210
6,1992,3,1845,3,4,SawyerW,189000
5,1957,2,1176,2,3,NAmes,136500
5,1966,2,892,3,3,Sawyer,137900
5,1910,2,1022,2,3,OldTown,85000
5,1951,2,2136,2,3,NAmes,137900
6,1998,2,1604,2,4,Gilbert,195500
6,1915,2,1647,1,4,SWISU,128000
5,1961,2,864,3,3,Sawyer,135000
5,1975,2,1076,2,3,CollgCr,143195
5,1930,2,935,2,3,BrkSide,79500
7,2003,3,1663,3,4,SawyerW,192500
5,1950,2,1328,2,3,OldTown,129500
6,1995,2,1572,2,4,Gilbert,168000
6,1939,2,1342,2,3,BrkSide,105000
6,1971,2,981,2,3,NAmes,143250
5,1995,2,1099,3,4,CollgCr,144000
7,1994,3,2110,3,4,SawyerW,205000
6,1974,2,1026,2,4,Mitchel,143000
9,2001,3,1419,4,5,Somerst,290000
9,2009,4,2364,4,5,NridgHt,611657
5,1996,2,1040,3,4,CollgCr,152000
8,1992,3,1280,3,4,StoneBr,191500
8,2004,3,2473,3,5,NridgHt,317000
7,1940,2,1302,3,3,Sawyer,165250
5,1966,2,1092,2,3,Edwards,123000
6,1956,2,1188,2,3,Sawyer,185000
7,1962,2,1045,2,3,NAmes,120000
6,1966,2,1093,2,3,NWAmes,158500
6,2004,3,1640,3,4,SawyerW,173000
4,1962,2,1224,2,0,NAmes,101800
7,1936,3,1135,3,4,SWISU,155000
5,1925,2,1078,4,3,OldTown,125000
4,1956,2,968,2,0,OldTown,104500
9,2004,3,2224,4,5,NridgHt,350000
3,1950,2,1040,2,0,NAmes,93500
7,1999,3,1790,3,4,CollgCr,193000
6,1922,2,2555,2,5,Crawfor,191000
6,1930,2,813,3,3,OldTown,110000
8,2001,3,1872,4,4,CollgCr,261500
5,1956,2,1050,2,3,NAmes,128900
9,1993,3,3500,4,5,NoRidge,584500
4,1954,2,948,2,3,Edwards,111000
5,1926,2,1316,2,2,BrkSide,90000
6,1965,2,2380,2,4,NAmes,129000
6,1954,3,1640,3,3,Crawfor,224000
6,2005,3,1200,3,4,Somerst,165000
6,1920,2,1324,2,3,OldTown,122000
8,2006,3,1564,4,4,Timber,267300
9,2008,4,3140,4,5,NridgHt,485000
6,1962,2,2486,2,3,OldTown,220000
6,1997,2,1771,3,4,CollgCr,215700
8,2004,3,1836,3,5,NridgHt,280000
8,2003,3,1575,3,4,NridgHt,284000
4,1970,2,630,2,4,MeadowV,84500
6,1963,2,1395,2,3,NAmes,192000
7,1930,2,1004,3,3,OldTown,105000
7,2004,3,1836,3,4,CollgCr,216837
5,1960,1,1496,3,3,NAmes,141500
5,1967,2,894,3,3,Sawyer,130000
5,1978,2,1040,2,4,CollgCr,124000
5,1923,2,1828,3,4,IDOTRR,150909
5,1952,2,1008,2,3,NAmes,139500
4,1955,2,864,2,3,Edwards,79275
8,2006,3,1484,4,4,Timber,265900
6,1930,2,790,2,4,SWISU,91000
5,1977,2,1934,2,4,Gilbert,185000
5,1959,2,1150,2,3,NAmes,141000
8,2007,3,2152,3,4,NridgHt,260116
4,1941,2,672,2,3,Edwards,113000
8,1995,3,1511,3,4,SawyerW,225000
5,1945,2,793,1,3,NAmes,113000
6,1975,2,1096,2,3,Edwards,125200
8,2007,4,2100,4,5,NridgHt,319500
5,1945,2,1558,2,3,NAmes,140000
6,1958,2,1650,2,4,Timber,250764
8,2007,4,2088,3,4,NridgHt,250000
6,2005,3,1536,3,4,Gilbert,176000
6,1957,2,1721,2,3,NAmes,174850
6,1978,2,1548,2,4,NPkVill,147000
6,1979,2,918,2,4,SawyerW,99500
9,2009,3,2690,4,5,NridgHt,398800
6,1999,2,1647,2,4,Gilbert,175000
5,1954,2,825,2,3,NAmes,109500
6,1970,2,1657,2,4,NAmes,163500
4,1941,2,788,2,3,BrkSide,100000
8,1992,3,2826,3,5,NoRidge,334000
5,1968,2,864,2,3,Sawyer,137250
7,2005,3,2462,3,4,Gilbert,320000
5,1959,2,1287,3,3,NAmes,162000
7,2009,4,1478,3,5,Somerst,222000
7,2003,3,1342,3,4,Gilbert,178000
5,1940,2,804,3,3,OldTown,119000
5,1962,2,1812,2,3,NAmes,169500
7,2000,3,2256,3,4,Gilbert,236000
8,2007,4,1648,4,5,Crawfor,294464
6,1969,2,2112,2,2,NAmes,206900
7,2004,3,2084,3,4,SawyerW,233000
6,1924,2,1032,2,3,OldTown,108000
6,1995,2,1470,2,4,Gilbert,165000
5,1977,2,1040,2,4,CollgCr,134900
5,1939,3,884,2,3,BrkSide,113000
5,1996,2,1097,2,4,CollgCr,147900
5,1922,2,864,2,2,Edwards,99900
6,1975,2,1456,2,4,NPkVill,143000
6,1934,2,1176,2,3,BrkSide,114500
5,1967,2,941,2,3,Sawyer,129200
8,2008,4,1652,3,5,Crawfor,392500
7,1941,4,2340,3,3,Crawfor,266500
7,1998,3,1382,2,4,Gilbert,177500
5,1968,2,1008,3,3,Mitchel,139500
6,2007,3,1396,3,4,CollgCr,170000
6,1964,2,2154,2,3,NAmes,224500
8,2003,3,2400,3,4,NridgHt,290000
7,1931,2,1818,2,3,IDOTRR,169500
7,2004,3,1710,3,5,Mitchel,240000
5,1955,2,1150,2,3,NAmes,144000
6,1964,2,1977,2,3,NAmes,165000
6,1990,3,1332,3,4,SawyerW,145000
5,1964,2,1298,2,3,Edwards,114000
8,2006,3,1973,3,4,NridgHt,395000
6,1973,2,1092,2,3,BrDale,105500
8,1998,3,1916,3,4,Mitchel,254900
5,1950,2,1238,2,3,NAmes,102000
7,2001,3,1840,3,4,CollgCr,230000
5,1920,2,1513,2,3,BrkSide,137500
5,1928,3,1143,2,3,BrkSide,138000
6,1983,3,1338,3,4,SawyerW,156500
4,1970,2,864,2,3,NAmes,124500
7,1977,2,1969,2,4,NWAmes,190000
7,2007,3,1266,3,4,Blmngtn,159895
5,1921,2,2601,2,3,SWISU,189000
5,1964,2,912,2,3,Sawyer,124000
5,1957,2,1392,2,4,Sawyer,121500
5,1957,2,1824,2,3,NAmes,146000
7,2000,3,1823,3,4,CollgCr,235000
8,2004,3,1646,3,5,Crawfor,300000
4,1970,2,1092,2,3,MeadowV,90500
5,1965,2,1728,2,3,NAmes,142600
7,2002,3,1573,3,4,CollgCr,227000
7,1940,2,2480,2,3,Crawfor,205000
8,1999,3,1341,3,4,CollgCr,246900
4,1895,2,1361,2,1,IDOTRR,89000
4,1948,2,1120,1,3,Edwards,64000
8,1978,3,1226,3,4,Greens,170000
9,2008,4,2822,4,5,NridgHt,582933
6,1925,2,1103,3,3,OldTown,110500
6,1960,2,1179,2,3,Edwards,110000
5,1947,2,698,2,3,Edwards,118000
7,2003,3,2046,3,4,NridgHt,284000
6,1962,2,1716,2,3,NAmes,171000
7,2004,3,1812,3,4,SawyerW,193000
5,1976,2,1178,2,4,Mitchel,135000
7,1919,2,1636,3,3,Crawfor,167000
4,1950,2,864,2,3,OldTown,105000
7,1999,3,1588,3,4,CollgCr,214000
8,2004,3,1914,3,4,NridgHt,279000
6,1975,2,1875,3,3,NWAmes,184500
3,1948,2,1183,2,3,OldTown,120000
6,1992,3,1730,3,4,SawyerW,171500
7,2006,3,1250,3,4,Somerst,164700
6,1989,3,2559,4,4,SawyerW,209000
7,2004,3,1548,3,4,Blmngtn,225000
5,1910,2,1184,2,3,Edwards,81000
8,2006,3,1670,3,5,Somerst,336820
7,1988,3,2062,2,4,SawyerW,277000
5,1960,2,894,2,3,NAmes,117600
6,1950,2,1668,2,3,NAmes,140000
9,2008,4,1766,4,5,CollgCr,395039
6,2007,3,1496,3,4,Gilbert,181755
7,2005,3,1400,3,4,SawyerW,186800
5,1965,2,2140,2,3,NAmes,177500
4,1927,2,968,2,3,OldTown,64500
7,2004,3,1488,3,5,Somerst,260000
7,2007,3,1266,3,4,Blmngtn,185485
5,1931,2,875,2,3,BrkSide,105000
6,1976,3,1855,2,3,Veenker,187000
7,1984,3,1621,3,4,NWAmes,202500
7,2005,3,1614,3,4,NridgHt,245700
6,1980,2,1266,2,3,SawyerW,128000
8,2005,3,2098,4,4,NridgHt,275500
7,1999,3,1983,3,4,Gilbert,225000
5,1959,2,1183,2,4,NAmes,138000
6,1971,2,1092,2,3,BrDale,88000
9,2006,4,2643,4,4,NridgHt,380000
8,2007,3,1660,3,4,Somerst,256000
5,1951,2,900,3,3,NAmes,134800
6,1980,2,1229,2,4,Blueste,121000
7,2007,3,1761,3,4,Somerst,227875
8,2008,3,1694,3,4,CollgCr,245350
5,1920,2,1248,2,3,OldTown,93500
5,1920,2,835,2,3,Edwards,83000
6,1992,3,1953,3,4,ClearCr,240000
5,1901,2,1173,2,3,OldTown,113000
6,1958,2,1215,2,3,NAmes,155000
6,1961,2,912,3,3,Sawyer,142000
6,1926,3,904,2,3,BrkSide,119000
6,1940,2,1750,2,4,Mitchel,160000
6,2004,2,1593,2,3,Gilbert,193000
8,1992,3,2202,3,5,NoRidge,263000
7,2005,3,1310,3,4,CollgCr,164990
4,1954,2,948,2,3,Edwards,119000
8,2006,3,1448,3,4,Somerst,238500
7,1975,2,1533,3,4,ClearCr,280000
8,2006,3,1565,3,4,Somerst,193800
5,1976,2,1060,2,4,MeadowV,129900
5,1994,2,990,2,4,CollgCr,145000
8,2001,3,1787,3,4,CollgCr,275000
